rating_review,review_full
5,"Had a great experience in the restaurant food was fabulous, staff was nice. Hotel staff seems very professional specially the team at front desk although I was not staying there but they helped me with few of my quarries. Was dining with my kids and the team member at front desk young guy came with some kids book and gave it to my little child. It was a wonderful experience at Holiday inn and the staff was super . I was little worried as using the hotel first time for dining but the staff made it more comfortable. Will strongly recommend this and special thanks to people working at desk do not remember his name but he was a manager in the lobby who suggested us kylin for food and thanks to him that we enjoyed meal at kylin and now it's my first choice for food."
3,Having read the reviews on trip advisor we decided to stay in the hotel on our last night in Delhi.the meal was good but certainly not outstanding. We ordered our meals the starter was enjoyable but when the main courses arrived mine was wrong. This can happen almost anywhere I guess. They took my meal away leaving the rice to go cold and my partner to eat hers. I would expect in a restaurant claiming to be of a better standard to at least take the other dishes away to be kept warm while my correct meal was cooked. Background music was also too loud and did not make a relaxing atmosphere.
5,"Wonderful experience especially Chef Harish Chandra was friendly and bestowed the best of the service, ultimate hospitality and staff was also nice..full marks to the team"
5,Great wine and food. Highly recommend. Peace in chaotic Delhi guaranteed. Very nice staff. Arrive early as it gets packed.
4,"Perch calls itself a ‘wine and coffee bar’ but it’s also a very good place for food. This restaurant stretches across two levels: on the first floor (only stairs, no lift, as is the norm in Khan Market), and on the floor above. My husband and I came here for lunch, and found that all the ‘regular tables’ (read: with normal chairs) were occupied, so all that was left were the high tables with bar stools, on which you perch. We settled in at the table in the centre of the restaurant, which seems to function partly as a sort of waiting area—you can sit here with your glass of wine or whatever until they find another table for you.  However, we were quite comfortable at this table (and we had it to ourselves), so even hen we were offered a table upstairs, we opted to keep sitting here. Almost all the tables around us were occupied by people at work: several business meetings were going on, and a couple of people were working in laptops as well.  The menu at Perch is not a huge one. The wine and coffee lists (which also include some soft drinks, cocktails, etc) are part of the menu, plus there are small plates, large plates, and desserts. The food is international.  We ordered the following dishes: Mushroom croquettes: Five to a portion, these were pretty large, the outside a crisp shell, the inside almost meltingly soft. Delicious enough on their own, without needing the dip that accompanied them.  Pork Scotch egg: A huge Scotch egg, wrapped around with minced pork, crumbed and fried. I was very impressed with this—the pork (which was delicious) was perfectly cooked, the outside crumb was crunchy and golden, and yet the egg yolk was oozy. This came with a little heap of spiralized carrots, and an emulsion of grapes and mustard, of which I’d have liked a bit more, it was so yummy. A great dish. Cherry whisky cheesecake with plum pudding ice cream: The dish’s name on the menu says it all. The plum pudding ice cream could have done with some dried fruit (I got bits of crumbled pudding, and the flavour of the spice and alcohol was excellent, though), and I do wish there had been more cherries inside the cheesecake, not just as a garnish. This was a good dessert, but its description gave the impression of more fruit than there was in the dish—and me being a lover of fruity desserts, I was a bit disappointed.  We finished with a cup of flat white each, with came with its own little accompaniments: a tiny slice of what seemed like banana bread, and a tiny biscuit. The coffee was excellent.  In all, we paid Rs 2,529 for our meal, taxed and service charges included."
4,"Lovely ambience, awesome risotto, good coffee and wine, good service, fabulous place to hangout ,can get crowded!"
4,This is really a good place for downtown meetings over the coffee or an evening drink. Food is good and portions are substantial.
4,"We had heard a lot about this restaurant and decided to give it a try. Since its USP is wine & coffee , we decided to go for Sangria which was coffee flavoured. A litre of Coffee sangria did wonders to our energy and for accompanyments we ordered for lavash sticks with dip cassava and chips . A post dinner drink with bit sized bites was appropriate & perfect to end the conversation and the day. Highly recomended"
4,"Food is great. I love the shakes. It is one of my favourite restaurants for the following:  1. Choice of food 2. Quality of food 3. Service There are very few places out here which deliver the three and this is one of them. They serve good food, I tried Italian, continental and middle eastern food here. They have a smoking area as well. The service is a bit slow. Overall a good place, should try once."
5,Relaxing and comfortable atmosphere. Support staff is well trained and advise well. Visited this pace quite often now.
4,"Food is great - absolutely great! This is our second trip while we are staying in Hauz Khas village - and we eat here regularly. In fact we are going back this evening! So why - may you ask am I giving it 4 stars and not 5. The service SUCKS! You have to ask for everything - silverware, napkins, water......"
5,"recommended coastal cuisine, the Appam is outstanding, crisp on the outside and sift inside. (better than when when we visited a year ago). The vegetable moily was a tad disappointing as I am not a fan of Okra in curry, preferring it crisp, though the curry itself was correctly spiced and finished by my lunch date."
5,"Had a dinner with family.starter was good and ambience was nice, staff was courteous.Ashok,Sudhir very friendly really like to appreciate them."
5,How to say thanks to Mr Mukesh and Sudheer for a great service. Yesterday I visit this hotel first time but I didn't feel this is are first day in this hotel really food and service was excellent keep it up.
5,I want to say thanks to sudhir for great attention and great service. We enjoyed lot indian dessert was ausome. And food festival was really good. And good choice was there in buffet.Thanks Manager mr sarthak as well. And Mr Ansuman.
5,I had a anniversary party of my parents in Kylin Sagar was soo much helpful to me he managed all things soo well he had recommended soo much nice menue his hospitality is soo much gud..thnkss
5,"Have organised wedding ceremony. Excellent fresh preparations, best hygienic food with taste excellent. Service and Staff very cooperative led by Aniket, a very positive and supportive person. Enjoyed the function thoroughly and very smooth happening of events."
5,"The experience was so good for me being first time visitor. The environment of the place the service and the food mainly. The Chinese I had in vegetarian items was so perfect for me as was recommended by my friend. Also, we were served by Sagar and he had given good service and hospitality. I would definitely prefer to visit the place again."
4,This is a very popular restaurant for enjoying a drink or coffee with your friends. You can relax and enjoy in this place with tasty and delicious snacks. Service is as per your convenience.Governor Amolak Rattan Kohli
1,The service was OK and the food seemed good. Except that my wife ate scallops and got a gastroenteritis.
3,"The restaurant is located in the posh Khan Market and offers ample seating space. The natural light streaming into the restaurant gives the place a lively feel. For drinks, based on my friend's recommendation, we had the coffee sangria (highly recommended). It is served chilled and you may want it to reach room temperature for more flavor to kick in! Unfortunately, the food was disappointing. I had the mushroom duxelle pappardelle (not recommended), which was overcooked and super high on black pepper. The dessert, however, was the highlight - Cherry and Whiskey cheesecake (highly recommended). The ambiance is relaxed, however, it may get noisy when full as the table tend to be close to each other. Service can be slow (ours picked up towards the end)."
5,My best friend had come from USA and wanted to visit place that serves finest coffee:) so we came to the perch. And I tried flat white for the first time being told to how it’s different from cappuccino:) the food is good and yes it certainly is a luxury heavy place. Not pocket friendly but totally worth the money spend.
5,"Nicely fitted out Cafe in Khan Market, with good coffee and nice selection of food options. Great place to chill away from the bustling streets of Delhi!"
5,"A friend from Delhi introduced me to this place, which I understand is fairly new and definitely new to me despite several visits to Delhi in the last few years. It’s very stylish inside, has a great wine and coffee menu, and is a good social café as well as a good place to ‘perch’ by the window and either watch people coming and going in Khan Market (it’s upstairs) or work away on a laptop with a great view. Would definitely visit again."
3,We had a reservation and they didn’t even have that noted. We got a small two people table for 3. The service was slow and bit chaotic - that too for a Monday evening.  Not client friendly. The menu seemed rather average. Wine choice was ok. The food not very interesting. 
5,"Spend an evening with a dear friend and had a great time. Not only did they serve excellent wine, but their main course was awesome too. This was my 3rd visit to this place and I really look forward to dining here during my visit to delhi."
4,"Good coffee, nibbles and bites. Amazing selection of wines. Very few places in Delhi have this open bright feel. The crowd not unruly and loud like in other cafes. It's been my favorite hangout now."
4,"There are a lot of places that have come and gone in the bustle of Khan market, but this little spot has been a constant fav of mine. The food, the people and the drinks are to die for. If you are looking for hard liquor, you may not find what you want here, but trust me, you want to try their drinks.  If you are a coffee fan try the Vietnamese coffee - I prefer iced. It is the best version outside Vietnam! If you like your coffee dark and strong then this is not for you.  Their gnocchi is one of the best available in Delhi. The Kasava chips are also nice.  The best time to visit is in the afternoon, you can have coffee and read a book or work watching the sunset from the upper floors. That would be a sign that it is time to drink so you can also unwind all the while with great food. It does get very busy so don't hate on the crowds."
5,"Consistently good. Fantastic atmosphere, pretty terrace and sangria to die for. Perch is a little treasure in Khan market."
5,"The food was super and nicely served! They have many wine options, even a Spanish Tempranillo (my favourite) and good coffee!! The atmosphere is so nice, I would definitely recommend this place!"
4,"This place has the true European ambience , lively place with great food, boiled bean salad and artichoke is fabulous, staff is professional. Oh not to forget the Pinot Girogio !"
4,"A killer selection of cocktails, nice wines (including both new/old world) and some great tapas. Went with a girlfriend and we shared four delicious small plates between us. Lots of interesting ingredients that I haven't seen often at other restaurants here: harissa, houloumi, etc. A very cool spot and a great option if you're travelling and are craving something a little different that the more common flavours you're exposed to in India. The staff is polite and professional, the washrooms are clean, and the decor is simple but cool. "
5,"One of the best new places I've been to in Delhi. I tried the chicken and garlic mousse as a starter, and then the Belgian pork belly. Both were amazing. The double chocolate mousse I picked for dessert was good too. I went for a working lunch, so didn't try any of their cocktails and drinks."
5,"Definitely this restaurant has been perfectly able to perch itself above the ordinary and into the elite.the place is not only perched on the first floor with a good view of the happening street down but the menu is also perched two notches above the overcrowded restobar khan market.i am sure none offer traditional cassava/tapioca fries in delhi though selected places give tapioca chips.good place to sip your favourite wine with amazing choice of salads and titbits and conduct your business meeting as well. Great service,pleasantly non imposing interiors.ask for a place by the bay window to see the world go by while you perch in heaven."
5,"I walked into this place after having snacks at Big Chill. The big window facing the street seemed inviting! Once you walk in, you see an artsy place with classy people having conversations over wine or coffee! Even though the place is small, the service is great and the finger foods and salads are very interesting. The owner stopped by to say hi and checked on us to make sure we were having a good experience The collection of wines is amazing!"
5,Delicious take on my favorite Moscow Mule.Very nice and simple deco (love the plants in pots univers situation)Had bread with tomato chutney and cheddar followed by ca;Jamari and prawns salad.Really had a great time here.
5,"Spend an evening with a dear friend and had a great time. Not only did they serve excellent wine, but their main course was awesome too"
4,the ambience was great and the service was also great .  their coffee and gnochi was also really good.
5,Fantastic place to have good time friends. The menu offers excellent choice of drinks and food. A great place to celebrate gatherings. I would highly recommend the place because of the wonderful team and the choice of selection on the menu.
